410.826	353.042	358.886	391.584	454.483	534.891	620.684	680.413	723.567	752.768	771.595	783.294	790.359	794.528	796.940	798.312	799.081	799.505	799.736	799.861	799.926	799.961	774.487	721.137	650.961	578.908	513.037	462.222	425.579	403.498	397.406	410.826
																															
410.821	352.964	358.692	391.103	453.752	534.108	620.359	680.239	723.478	752.724	771.572	783.282	790.352	794.523	796.936	798.309	799.078	799.503	799.735	799.859	799.926	799.961	774.500	721.159	650.980	578.916	513.031	462.216	425.574	403.493	397.402	410.821
																															
410.816	352.900	358.524	390.681	453.110	533.423	620.077	680.089	723.403	752.687	771.554	783.273	790.346	794.519	796.933	798.306	799.076	799.502	799.734	799.858	799.925	799.960	774.512	721.179	650.997	578.922	513.025	462.210	425.570	403.489	397.398	410.816
																															
410.811	352.849	358.382	390.315	452.554	532.834	619.836	679.961	723.339	752.656	771.539	783.265	790.341	794.515	796.930	798.304	799.074	799.500	799.732	799.858	799.924	799.960	774.523	721.196	651.011	578.928	513.020	462.206	425.566	403.486	397.395	410.811
																															
410.808	352.812	358.264	390.004	452.085	532.343	619.634	679.856	723.286	752.630	771.526	783.258	790.337	794.513	796.928	798.303	799.073	799.499	799.732	799.857	799.924	799.960	774.532	721.211	651.023	578.933	513.015	462.201	425.562	403.483	397.392	410.808
																															
410.805	352.786	358.167	389.745	451.700	531.949	619.471	679.771	723.244	752.610	771.516	783.253	790.334	794.510	796.926	798.301	799.072	799.498	799.731	799.856	799.924	799.960	774.540	721.223	651.033	578.936	513.011	462.198	425.560	403.481	397.389	410.805
																															
410.803	352.772	358.091	389.537	451.400	531.653	619.346	679.705	723.212	752.594	771.508	783.248	790.332	794.509	796.925	798.300	799.071	799.498	799.730	799.856	799.923	799.960	774.546	721.232	651.041	578.939	513.008	462.195	425.557	403.479	397.388	410.803
																															
410.801	352.769	358.035	389.379	451.183	531.454	619.257	679.659	723.189	752.583	771.502	783.245	790.330	794.507	796.924	798.299	799.071	799.497	799.730	799.856	799.923	799.960	774.550	721.239	651.046	578.940	513.006	462.193	425.556	403.478	397.386	410.801
																															
410.800	352.777	357.999	389.271	451.049	531.353	619.205	679.632	723.175	752.576	771.498	783.243	790.328	794.506	796.923	798.299	799.070	799.497	799.730	799.856	799.923	799.959	774.553	721.243	651.049	578.941	513.004	462.192	425.555	403.477	397.386	410.800
																															
410.800	352.795	357.981	389.213	450.997	531.349	619.188	679.624	723.170	752.572	771.496	783.241	790.327	794.505	796.923	798.299	799.070	799.497	799.730	799.856	799.923	799.959	774.554	721.244	651.049	578.940	513.003	462.191	425.554	403.477	397.385	410.800
																															
410.800	352.823	357.982	389.203	451.029	531.442	619.208	679.634	723.174	752.573	771.496	783.241	790.327	794.505	796.923	798.299	799.070	799.497	799.730	799.856	799.923	799.960	774.554	721.243	651.047	578.939	513.003	462.191	425.554	403.477	397.386	410.800
																															
410.802	352.862	358.003	389.242	451.143	531.631	619.263	679.662	723.187	752.578	771.497	783.241	790.326	794.505	796.923	798.299	799.070	799.497	799.730	799.856	799.923	799.960	774.552	721.239	651.043	578.936	513.003	462.192	425.555	403.478	397.387	410.802
																															
410.803	352.912	358.042	389.330	451.340	531.918	619.355	679.710	723.209	752.588	771.501	783.242	790.327	794.505	796.923	798.299	799.071	799.498	799.731	799.856	799.924	799.960	774.549	721.233	651.037	578.933	513.005	462.193	425.556	403.479	397.388	410.803
																															
410.806	352.973	358.102	389.469	451.621	532.300	619.485	679.778	723.241	752.601	771.506	783.244	790.328	794.506	796.924	798.300	799.072	799.498	799.731	799.857	799.924	799.960	774.544	721.224	651.028	578.928	513.007	462.195	425.558	403.481	397.390	410.806
																															
410.809	353.045	358.182	389.660	451.987	532.778	619.653	679.866	723.284	752.621	771.514	783.248	790.330	794.508	796.925	798.301	799.073	799.499	799.732	799.858	799.924	799.960	774.537	721.212	651.017	578.922	513.009	462.198	425.561	403.483	397.392	410.809
																															
410.813	353.129	358.283	389.903	452.438	533.352	619.860	679.976	723.337	752.645	771.525	783.253	790.333	794.509	796.927	798.303	799.074	799.501	799.733	799.858	799.925	799.961	774.529	721.198	651.004	578.915	513.012	462.201	425.564	403.486	397.395	410.813
																															
410.817	353.226	358.408	390.201	452.975	534.020	620.109	680.108	723.403	752.676	771.539	783.259	790.336	794.512	796.929	798.305	799.076	799.502	799.734	799.859	799.926	799.961	774.520	721.181	650.988	578.908	513.016	462.205	425.568	403.489	397.399	410.817
																															
410.822	353.337	358.556	390.555	453.601	534.782	620.399	680.264	723.481	752.713	771.557	783.268	790.341	794.516	796.932	798.307	799.078	799.504	799.736	799.860	799.927	799.962	774.509	721.162	650.970	578.898	513.020	462.210	425.572	403.493	397.402	410.822
																															
410.828	353.462	358.732	390.969	454.316	535.638	620.734	680.446	723.574	752.759	771.579	783.280	790.348	794.520	796.936	798.310	799.081	799.506	799.738	799.862	799.928	799.962	774.496	721.139	650.949	578.888	513.025	462.215	425.576	403.497	397.407	410.828
																															
410.835	353.602	358.935	391.445	455.123	536.586	621.114	680.655	723.682	752.813	771.606	783.294	790.356	794.526	796.940	798.314	799.084	799.509	799.740	799.864	799.929	799.963	774.482	721.114	650.926	578.876	513.030	462.220	425.581	403.501	397.412	410.835
																															
410.842	353.759	359.170	391.988	456.023	537.627	621.542	680.894	723.807	752.876	771.638	783.311	790.367	794.533	796.946	798.319	799.088	799.512	799.743	799.866	799.931	799.964	774.467	721.087	650.900	578.863	513.035	462.226	425.586	403.506	397.417	410.842
																															
410.849	353.933	359.440	392.601	457.021	538.759	622.021	681.163	723.951	752.950	771.677	783.332	790.380	794.542	796.953	798.325	799.093	799.516	799.746	799.868	799.933	799.966	774.450	721.057	650.871	578.847	513.040	462.232	425.592	403.511	397.422	410.849
																															
410.857	354.126	359.749	393.290	458.119	539.981	622.552	681.466	724.114	753.037	771.723	783.358	790.396	794.553	796.961	798.331	799.099	799.521	799.750	799.872	799.935	799.967	774.432	721.024	650.840	578.830	513.045	462.238	425.598	403.517	397.428	410.857
																															
410.866	354.341	360.100	394.062	459.322	541.293	623.139	681.804	724.300	753.136	771.777	783.389	790.415	794.567	796.971	798.340	799.105	799.527	799.755	799.875	799.938	799.970	774.413	720.989	650.806	578.811	513.050	462.243	425.603	403.522	397.435	410.866
																															
410.874	354.577	360.500	394.924	460.634	542.694	623.783	682.181	724.509	753.250	771.840	783.425	790.438	794.583	796.984	798.350	799.114	799.534	799.760	799.880	799.942	799.972	774.393	720.951	650.769	578.790	513.053	462.248	425.609	403.528	397.441	410.874
																															
410.883	354.838	360.955	395.885	462.060	544.184	624.487	682.598	724.745	753.380	771.913	783.468	790.465	794.602	796.998	798.361	799.123	799.542	799.767	799.886	799.946	799.976	774.373	720.912	650.729	578.766	513.055	462.252	425.614	403.533	397.447	410.883
																															
410.892	355.126	361.472	396.956	463.609	545.764	625.255	683.059	725.008	753.528	771.997	783.519	790.498	794.625	797.016	798.376	799.135	799.552	799.775	799.892	799.952	799.980	774.353	720.871	650.687	578.738	513.054	462.255	425.617	403.537	397.453	410.892
																															
410.899	355.442	362.061	398.150	465.288	547.434	626.089	683.565	725.301	753.695	772.093	783.577	790.536	794.652	797.037	798.392	799.149	799.563	799.785	799.901	799.959	799.986	774.333	720.829	650.642	578.706	513.050	462.254	425.619	403.541	397.458	410.899
																															
410.906	355.790	362.733	399.481	467.107	549.194	626.993	684.120	725.626	753.882	772.203	783.644	790.580	794.684	797.061	798.413	799.166	799.578	799.798	799.911	799.968	799.993	774.315	720.786	650.594	578.669	513.040	462.250	425.618	403.542	397.462	410.906
																															
410.910	356.173	363.500	400.969	469.078	551.047	627.969	684.726	725.986	754.092	772.327	783.721	790.632	794.722	797.091	798.437	799.187	799.596	799.813	799.925	799.979	800.003	774.301	720.746	650.544	578.625	513.022	462.240	425.613	403.541	397.464	410.910
																															
410.911	356.593	364.378	402.634	471.215	552.994	629.022	685.385	726.380	754.324	772.466	783.809	790.691	794.765	797.125	798.466	799.212	799.617	799.832	799.941	799.994	800.016	774.292	720.709	650.492	578.573	512.992	462.220	425.602	403.535	397.462	410.911
																															
410.904	357.054	365.384	404.502	473.532	555.038	630.152	686.099	726.810	754.580	772.620	783.907	790.759	794.816	797.167	798.501	799.242	799.644	799.856	799.963	800.013	800.033	774.293	720.679	650.440	578.508	512.943	462.186	425.580	403.522	397.454	410.904
																															
410.887	357.561	366.538	406.598	476.044	557.179	631.362	686.867	727.275	754.857	772.790	784.016	790.836	794.875	797.215	798.543	799.280	799.678	799.887	799.991	800.038	800.056	774.309	720.664	650.389	578.426	512.864	462.129	425.541	403.496	397.436	410.887
																															
410.852	358.118	367.859	408.947	478.761	559.413	632.649	687.684	727.770	755.153	772.972	784.136	790.922	794.943	797.273	798.594	799.327	799.722	799.927	800.028	800.073	800.088	774.350	720.674	650.343	578.316	512.737	462.034	425.474	403.450	397.402	410.852
																															
410.783	358.727	369.365	411.565	481.679	561.724	633.999	688.539	728.286	755.461	773.161	784.262	791.015	795.020	797.341	798.656	799.385	799.777	799.980	800.078	800.120	800.133	774.434	720.729	650.311	578.164	512.524	461.872	425.357	403.368	397.338	410.783
																															
410.654	359.390	371.059	414.440	484.760	564.073	635.385	689.405	728.802	755.766	773.349	784.390	791.114	795.105	797.419	798.732	799.458	799.848	800.049	800.145	800.185	800.196	774.592	720.869	650.311	577.939	512.156	461.588	425.148	403.218	397.219	410.654
																															
410.412	360.096	372.914	417.497	487.905	566.377	636.747	690.236	729.284	756.044	773.519	784.509	791.211	795.195	797.508	798.822	799.549	799.939	800.140	800.236	800.275	800.285	774.878	721.175	650.387	577.596	511.490	461.067	424.763	402.937	396.994	410.412
																															
409.945	360.813	374.852	420.446	490.957	568.336	637.859	690.854	729.600	756.214	773.629	784.600	791.302	795.291	797.610	798.929	799.660	800.053	800.255	800.352	800.392	800.401	775.397	721.834	650.587	577.430	510.183	460.038	423.997	402.378	396.551	409.945
																															
408.705	361.379	375.791	424.386	493.569	569.577	638.611	691.251	730.019	756.686	774.094	785.011	791.643	795.568	797.836	799.118	799.824	800.201	800.392	800.481	800.516	800.521	776.441	722.554	652.955	576.888	506.213	457.020	421.772	400.776	395.331	408.705
																															
405.491	360.612	383.614	421.158	487.982	566.977	640.378	694.996	734.878	761.368	777.930	787.858	793.623	796.884	798.684	799.653	800.158	800.408	800.522	800.563	800.568	800.558	774.063	730.187	657.821	582.559	495.436	447.584	414.261	395.288	391.576	405.491
																															
356.716	357.281	345.879	400.255	458.334	561.924	653.036	713.203	752.355	775.218	787.734	794.284	797.589	799.201	799.956	800.290	800.422	800.461	800.459	800.441	800.417	800.329	808.620	759.372	698.106	585.578	477.513	426.749	394.020	376.082	371.293	356.716
